bootstrap_replicate,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
2216,33,12,25,82,100
2217,28,13,31,133,194
2218,27,15,34,174,228
2219,31,11,26,111,172
2220,29,14,31,112,172
2221,26,14,34,140,204
2222,28,14,32,102,138
2223,26,13,33,184,314
2224,31,10,25,107,214
2225,33,11,24,109,130
2226,29,13,30,106,142
2227,28,12,30,150,294
2228,28,13,31,140,210
2229,28,14,32,121,160
2230,28,16,34,152,170
2231,29,12,29,111,152
2232,28,12,30,128,242
2233,28,12,30,133,244
2234,29,14,31,130,182
2235,30,13,29,113,162
2236,29,10,27,94,148
2237,30,12,28,128,162
2238,29,14,31,114,144
2239,31,13,28,122,158
2240,34,8,20,89,166
2241,30,13,29,120,162
2242,29,13,30,148,214
2243,29,11,28,103,186
2244,30,9,25,145,310
2245,25,13,34,207,366
2246,27,14,33,142,210
2247,29,13,30,123,170
2248,31,10,25,93,164
2249,32,12,26,82,100
2250,32,8,22,97,218
2251,28,13,31,118,170
2252,30,13,29,100,138
2253,30,14,30,127,148
2254,30,12,28,114,174
2255,32,12,26,90,102
2256,30,11,27,111,162
2257,28,12,30,144,240
2258,27,13,32,133,224
2259,26,13,33,164,254
2260,29,10,27,68,126
2261,30,12,28,98,128
2262,30,10,26,123,216
2263,34,9,21,102,194
2264,29,11,28,123,238
2265,33,10,23,70,100
2266,28,12,30,135,224
2267,29,11,28,141,276
2268,28,11,29,136,214
2269,28,13,31,142,202
2270,29,10,27,139,278
2271,31,11,26,122,170
2272,33,11,24,117,138
2273,31,12,27,98,134
2274,33,12,25,92,98
2275,33,10,23,123,202
2276,28,13,31,126,174
2277,31,11,26,115,196
2278,29,12,29,100,154
2279,30,13,29,150,204
2280,26,11,31,128,268
2281,27,15,34,142,192
2282,30,13,29,132,186
2283,28,12,30,139,272
2284,30,10,26,110,184
2285,28,13,31,112,160
2286,26,13,33,138,258
2287,35,8,19,72,116
2288,25,15,36,135,210
2289,32,12,26,89,104
2290,33,10,23,116,170
2291,26,13,33,132,252
2292,31,10,25,90,134
2293,31,13,28,118,166
2294,32,11,25,121,166
2295,31,13,28,139,202
2296,29,14,31,119,146
2297,34,12,24,90,90
2298,29,9,26,118,280
2299,30,13,29,91,124
2300,31,10,25,98,166
2301,31,12,27,112,142
2302,31,11,26,97,144
2303,30,13,29,116,150
2304,28,11,29,113,208
2305,31,12,27,73,98
2306,26,11,31,111,214
2307,32,12,26,132,150
2308,32,12,26,108,138
2309,30,10,26,113,200
2310,33,11,24,111,138
2311,28,14,32,132,180
2312,26,11,31,110,240
2313,31,12,27,113,188
2314,29,13,30,152,220
2315,33,11,24,82,118
2316,30,15,31,126,156
2317,33,9,22,85,156
2318,29,15,32,104,122
2319,32,11,25,90,120
2320,32,10,24,95,122
2321,29,11,28,105,160
2322,32,11,25,74,98
2323,27,13,32,127,184
2324,30,11,27,93,140
2325,30,12,28,117,148
2326,30,15,31,121,130
2327,29,11,28,147,274
2328,29,14,31,139,160
2329,27,13,32,119,168
2330,30,9,25,158,300
2331,30,12,28,98,134
2332,28,14,32,143,180
2333,29,14,31,137,170
2334,30,13,29,113,168
2335,30,12,28,81,120
2336,32,10,24,126,198
2337,28,11,29,157,352
2338,30,12,28,161,290
2339,27,14,33,120,198
2340,32,11,25,160,232
2341,27,14,33,143,200
2342,30,12,28,130,190
2343,27,12,31,130,256
2344,31,11,26,115,172
2345,27,12,31,166,356
2346,29,12,29,99,144
2347,32,10,24,109,168
2348,28,14,32,162,210
2349,30,10,26,87,144
2350,27,11,30,89,176
2351,28,14,32,135,182
2352,28,10,28,84,178
2353,27,11,30,135,276
2354,25,15,36,172,268
2355,27,13,32,158,300
2356,32,11,25,117,162
2357,29,12,29,112,172
2358,32,11,25,109,150
2359,30,14,30,144,162
2360,30,13,29,142,186
2361,30,12,28,84,132
2362,30,14,30,146,226
2363,27,11,30,127,276
2364,31,11,26,105,168
2365,28,14,32,116,166
2366,27,12,31,109,212
2367,31,10,25,132,244
2368,28,13,31,161,362
2369,31,10,25,124,208
2370,31,11,26,123,198
2371,28,11,29,123,310
2372,33,10,23,104,156
2373,26,12,32,145,298
2374,31,11,26,117,154
2375,28,13,31,100,146
2376,31,11,26,115,160
2377,29,14,31,125,164
2378,27,13,32,105,134
2379,26,14,34,171,260
2380,32,9,23,104,200
2381,33,10,23,149,244
2382,30,12,28,166,246
2383,30,13,29,154,224
2384,28,11,29,130,258
2385,33,10,23,114,174
2386,30,12,28,92,122
2387,31,13,28,100,118
2388,28,11,29,127,224
2389,31,10,25,99,140
2390,26,14,34,139,200
2391,33,10,23,77,98
2392,30,12,28,103,162
2393,31,11,26,128,176
2394,31,13,28,135,162
2395,32,12,26,102,126
2396,29,13,30,103,142
2397,30,12,28,128,188
2398,28,14,32,143,182
2399,30,11,27,151,234
2400,26,13,33,155,246
2401,29,12,29,134,196
2402,29,12,29,124,196
2403,28,13,31,143,218
2404,27,14,33,149,206
2405,27,13,32,161,272
2406,28,13,31,104,194
2407,30,12,28,146,296
2408,29,12,29,101,140
2409,32,10,24,95,146
2410,30,12,28,105,150
2411,29,13,30,145,246
2412,26,12,32,105,186
2413,26,14,34,136,218
2414,30,14,30,158,190
2415,30,13,29,91,110
2416,27,14,33,151,224
2417,30,11,27,109,146
2418,32,11,25,95,128
2419,29,14,31,110,146
2420,29,11,28,146,262
2421,30,12,28,82,118
2422,31,8,23,71,156
2423,28,12,30,151,304
2424,27,11,30,129,230
2425,27,14,33,126,162
2426,28,12,30,121,190
2427,29,12,29,115,206
2428,31,11,26,111,174
2429,29,14,31,154,226
2430,29,11,28,100,152
2431,29,11,28,106,180
2432,29,16,33,150,156
2433,29,12,29,131,206
2434,32,10,24,90,138
2435,30,12,28,125,176
2436,31,10,25,109,196
2437,30,13,29,143,194
2438,30,13,29,98,122
2439,31,12,27,142,196
2440,30,12,28,126,166
2441,29,11,28,138,236
2442,31,13,28,95,110
2443,28,13,31,123,180
2444,31,11,26,106,204
2445,31,11,26,83,122
2446,30,11,27,90,138
2447,30,12,28,114,170
2448,29,11,28,108,222
2449,29,12,29,104,158
2450,35,10,21,90,102
2451,29,12,29,144,242
2452,30,14,30,124,148
2453,26,11,31,132,248
2454,27,14,33,143,194
2455,32,12,26,123,144
2456,27,15,34,115,160
2457,27,14,33,117,168
2458,26,13,33,134,220
2459,30,14,30,127,148
2460,30,11,27,111,156
2461,27,15,34,155,212
2462,26,14,34,99,146
2463,30,13,29,147,186
2464,31,10,25,131,220
2465,26,15,35,170,254
2466,32,10,24,122,200
2467,27,14,33,132,228
2468,31,11,26,138,204
2469,31,12,27,140,200
2470,31,10,25,105,184
2471,30,14,30,140,158
2472,30,14,30,106,130
2473,28,11,29,130,266
2474,30,11,27,112,188
2475,30,11,27,125,208
2476,31,12,27,88,102
2477,32,10,24,114,162
2478,29,14,31,118,164
2479,29,15,32,144,186
2480,29,13,30,109,154
2481,32,12,26,98,116
2482,29,11,28,141,236
2483,33,11,24,86,104
2484,32,10,24,103,160
2485,29,12,29,151,256
2486,27,13,32,110,202
2487,33,10,23,134,204
2488,27,14,33,129,198
2489,28,15,33,93,120
2490,26,15,35,172,262
2491,31,12,27,143,182
2492,30,10,26,74,118
2493,26,13,33,124,220
2494,30,11,27,124,184
2495,30,13,29,112,142
2496,31,10,25,88,148
2497,30,12,28,130,190
2498,31,11,26,114,176
2499,27,13,32,107,164
2500,34,10,22,96,108
2501,29,12,29,112,180
2502,32,12,26,123,168
2503,28,11,29,167,374
2504,32,11,25,97,136
2505,30,13,29,125,188
2506,26,16,36,171,234
2507,30,10,26,124,246
2508,28,13,31,123,198
2509,30,12,28,106,166
2510,30,15,31,130,142
2511,31,12,27,135,204
2512,26,15,35,137,212
2513,26,16,36,212,302
2514,24,13,35,180,366
2515,31,12,27,96,134
2516,27,14,33,145,218
2517,29,11,28,86,158
2518,29,14,31,167,198
2519,31,11,26,109,146
2520,30,10,26,103,180
2521,31,11,26,136,254
2522,31,9,24,92,172
2523,30,13,29,170,236
2524,29,10,27,124,278
2525,30,10,26,98,158
2526,30,13,29,114,150
2527,29,12,29,99,150
2528,28,13,31,122,182
2529,25,16,37,129,192
2530,28,14,32,168,234
2531,32,9,23,93,198
2532,30,13,29,132,192
2533,31,12,27,123,144
2534,27,13,32,91,160
2535,31,12,27,98,128
2536,29,13,30,133,202
2537,30,11,27,78,122
2538,30,14,30,118,136
2539,31,12,27,112,154
2540,29,13,30,113,160
2541,32,9,23,77,136
2542,29,14,31,131,170
2543,31,11,26,99,144
2544,31,9,24,95,162
2545,28,12,30,109,208
2546,28,11,29,136,306
2547,24,13,35,122,238
2548,28,16,34,165,198
2549,28,13,31,126,174
2550,31,9,24,103,166
2551,25,12,33,163,338
2552,28,11,29,123,270
2553,27,13,32,168,322
2554,27,14,33,197,368
2555,30,12,28,127,194
2556,30,12,28,97,130
2557,29,14,31,107,140
2558,32,12,26,146,170
2559,28,15,33,104,128
2560,31,9,24,121,204
2561,28,13,31,181,308
2562,31,10,25,135,274
2563,26,13,33,143,270
2564,31,14,29,138,168
2565,27,14,33,116,172
2566,30,11,27,128,206
2567,33,12,25,96,102
2568,27,13,32,135,212
2569,31,12,27,92,114
2570,30,12,28,117,172
2571,32,10,24,122,246
2572,28,12,30,154,232
2573,29,12,29,106,160
2574,30,10,26,146,306
2575,30,12,28,164,246
2576,29,11,28,93,142
2577,29,11,28,102,170
2578,31,11,26,118,154
2579,32,12,26,110,140
2580,27,15,34,134,202
2581,34,9,21,78,106
2582,32,12,26,121,154
2583,30,12,28,117,180
2584,29,12,29,110,198
2585,31,12,27,155,268
2586,32,11,25,94,142
2587,30,12,28,152,224
2588,32,12,26,83,104
2589,33,9,22,104,158
2590,30,15,31,114,120
2591,30,11,27,102,152
2592,26,11,31,148,272
2593,25,14,35,166,262
2594,31,12,27,109,148
2595,30,12,28,95,118
2596,29,14,31,127,178
2597,29,11,28,113,182
2598,29,12,29,183,338
2599,29,12,29,125,172
2600,28,12,30,103,182
2601,34,10,22,81,96
2602,31,12,27,148,196
2603,29,12,29,146,246
2604,27,12,31,124,232
2605,27,13,32,111,176
2606,27,14,33,147,198
2607,28,13,31,126,186
2608,28,13,31,127,172
2609,31,9,24,60,114
2610,29,13,30,127,178
2611,32,12,26,103,124
2612,27,14,33,117,182
2613,31,10,25,130,254
2614,27,15,34,119,158
2615,29,13,30,102,144
2616,30,12,28,129,184
2617,27,12,31,139,272
2618,28,14,32,110,144
2619,31,10,25,119,212
2620,28,11,29,120,202
2621,29,11,28,154,370
2622,29,14,31,155,204
2623,24,15,37,137,212
2624,29,11,28,142,256
2625,31,11,26,106,142
2626,28,10,28,118,266
2627,32,10,24,114,202
2628,27,13,32,168,378
2629,31,10,25,111,222
2630,29,12,29,140,200
2631,31,10,25,99,176
2632,29,14,31,142,162
2633,30,12,28,131,226
2634,30,11,27,96,156
2635,31,11,26,98,138
2636,26,13,33,137,230
2637,29,12,29,117,224
2638,27,11,30,94,186
2639,27,14,33,120,194
2640,30,11,27,130,292
2641,31,12,27,100,124
2642,31,13,28,164,218
2643,29,13,30,160,220
2644,32,12,26,84,96
2645,24,13,35,164,378
2646,32,11,25,91,130
2647,27,14,33,144,204
2648,32,10,24,112,176
2649,30,12,28,111,162
2650,27,15,34,144,198
2651,32,9,23,100,164
2652,28,16,34,162,204
2653,30,10,26,120,214
2654,27,11,30,185,402
2655,32,12,26,88,106
2656,30,13,29,83,110
2657,37,9,18,88,88
2658,31,10,25,109,180
2659,30,11,27,120,204
2660,26,14,34,177,242
2661,28,14,32,146,210
2662,27,15,34,143,198
2663,26,13,33,176,352
2664,31,12,27,105,148
2665,29,12,29,105,162
2666,32,12,26,105,144
2667,28,16,34,162,242
2668,30,12,28,157,238
2669,27,12,31,128,226
2670,31,11,26,109,132
2671,28,12,30,126,216
2672,28,13,31,139,226
2673,29,12,29,148,260
2674,31,11,26,138,210
2675,30,12,28,139,210
2676,29,11,28,101,212
2677,29,13,30,130,202
2678,30,13,29,111,136
2679,34,10,22,88,112
2680,32,12,26,113,128
2681,29,12,29,121,188
2682,29,13,30,109,142
2683,31,12,27,131,194
2684,31,11,26,98,146
2685,29,11,28,130,266
2686,31,13,28,114,126
2687,30,12,28,144,210
2688,29,11,28,142,286
2689,28,13,31,180,292
2690,33,9,22,106,166
2691,25,16,37,147,232
2692,29,11,28,178,330
2693,28,10,28,114,270
2694,28,15,33,150,180
2695,25,15,36,109,190
2696,28,13,31,132,220
2697,31,11,26,125,194
2698,30,12,28,124,164
2699,29,13,30,138,198
2700,29,11,28,127,212
2701,30,14,30,103,124
2702,28,14,32,160,212
2703,27,13,32,114,180
2704,26,14,34,136,196
2705,25,14,35,150,258
2706,30,14,30,133,154
2707,32,10,24,74,130
2708,28,14,32,129,192
2709,30,11,27,148,266
2710,30,12,28,155,332
2711,30,12,28,128,194
2712,30,13,29,99,132
2713,27,13,32,114,198
2714,33,10,23,129,186
2715,32,11,25,103,136
2716,31,11,26,113,146
2717,30,13,29,114,158
2718,27,12,31,145,232
2719,29,12,29,110,176
2720,26,13,33,152,286
2721,30,11,27,93,160
2722,29,13,30,139,202
2723,28,12,30,131,186
2724,31,10,25,108,186
2725,28,13,31,169,240
2726,30,13,29,101,126
2727,30,13,29,134,204
2728,29,13,30,136,178
2729,31,9,24,104,200
2730,25,15,36,142,220
2731,31,11,26,131,190
2732,30,12,28,90,124
2733,29,12,29,112,188
2734,29,13,30,84,124
2735,28,15,33,165,228
2736,31,8,23,129,248
2737,31,11,26,107,170
2738,27,15,34,165,234
2739,31,12,27,115,164
2740,29,13,30,86,136
2741,32,12,26,112,136
2742,28,12,30,100,154
2743,31,9,24,130,226
2744,27,14,33,138,186
2745,31,12,27,122,146
2746,32,9,23,71,98
2747,29,11,28,160,278
2748,32,10,24,95,148
2749,33,12,25,98,116
2750,27,12,31,92,164
2751,33,10,23,89,116
2752,31,13,28,163,226
2753,28,13,31,126,186
2754,28,14,32,122,170
2755,30,13,29,112,156
2756,28,12,30,125,206
2757,30,14,30,117,162
2758,30,12,28,77,126
2759,34,10,22,95,116
2760,26,14,34,139,222
2761,31,10,25,124,238
2762,27,14,33,125,184
2763,25,12,33,188,452
2764,24,14,36,132,224
2765,31,14,29,119,128
2766,27,12,31,101,162
2767,34,10,22,70,82
2768,28,11,29,125,248
2769,32,10,24,91,142
2770,31,10,25,98,160
2771,32,9,23,136,226
2772,25,13,34,156,298
2773,27,12,31,118,214
2774,31,14,29,117,126
2775,29,8,25,148,378
2776,27,14,33,144,206
2777,30,10,26,140,230
2778,31,11,26,108,148
2779,31,12,27,84,108
2780,33,10,23,83,132
2781,28,11,29,116,196
2782,33,11,24,66,84
2783,29,13,30,136,202
2784,29,8,25,92,228
2785,30,12,28,123,238
2786,27,13,32,130,206
2787,26,13,33,132,224
2788,31,13,28,97,112
2789,27,13,32,127,210
2790,26,13,33,144,248
2791,30,12,28,107,146
2792,28,13,31,136,214
2793,29,12,29,115,160
2794,26,15,35,171,230
2795,30,10,26,148,294
2796,26,13,33,122,174
2797,29,11,28,146,344
2798,29,11,28,90,162
2799,30,12,28,123,226
2800,32,12,26,116,140
2801,32,11,25,88,118
2802,26,13,33,136,242
2803,27,13,32,130,208
2804,28,10,28,93,184
2805,27,13,32,156,280
2806,28,14,32,131,170
2807,28,13,31,96,152
2808,27,15,34,140,188
2809,28,14,32,128,170
2810,30,10,26,67,114
2811,27,13,32,132,228
2812,30,10,26,108,204
2813,29,12,29,145,254
2814,28,14,32,109,148
2815,30,13,29,120,138
2816,31,12,27,94,130
2817,29,11,28,141,254
2818,28,12,30,143,270
2819,30,12,28,141,212
2820,31,11,26,109,212
2821,32,10,24,120,156
2822,28,13,31,134,212
2823,30,12,28,81,134
2824,25,12,33,120,216
2825,30,10,26,152,274
2826,28,16,34,140,164
2827,27,14,33,130,162
2828,30,13,29,119,160
2829,31,10,25,70,118
2830,27,13,32,177,296
2831,27,14,33,140,212
2832,29,12,29,135,194
2833,29,14,31,130,172
2834,25,17,38,145,200
2835,28,11,29,155,316
2836,29,11,28,121,202
2837,28,10,28,104,232
2838,27,14,33,144,182
2839,30,10,26,124,228
2840,24,13,35,142,294
2841,30,13,29,119,152
2842,26,14,34,126,192
2843,28,10,28,153,338
2844,29,11,28,125,244
2845,27,14,33,107,142
2846,31,9,24,112,184
2847,26,15,35,150,244
2848,27,15,34,156,204
2849,28,13,31,135,192
2850,28,14,32,165,330
2851,27,15,34,150,198
2852,33,11,24,91,106
2853,25,14,35,184,288
2854,30,13,29,135,176
2855,32,11,25,74,96
2856,28,14,32,120,188
2857,30,12,28,114,150
2858,30,13,29,132,180
2859,30,12,28,135,192
2860,29,12,29,118,190
2861,30,12,28,103,142
2862,33,11,24,107,116
2863,25,13,34,199,418
2864,32,10,24,132,198
2865,31,11,26,102,138
2866,30,12,28,114,174
2867,32,12,26,115,154
2868,30,8,24,134,312
2869,28,15,33,182,236
2870,28,14,32,123,162
2871,32,9,23,136,260
2872,31,11,26,97,140
2873,30,12,28,104,164
2874,30,10,26,83,164
2875,28,11,29,142,296
2876,29,13,30,98,158
2877,27,13,32,139,250
2878,34,11,23,119,122
2879,28,13,31,101,166
2880,29,14,31,129,156
2881,30,13,29,122,158
2882,29,14,31,160,220
2883,29,12,29,113,150
2884,31,14,29,120,126
2885,24,15,37,169,286
2886,30,12,28,103,142
2887,30,13,29,113,164
2888,34,9,21,58,76
2889,29,13,30,148,208
2890,30,12,28,145,232
2891,28,14,32,141,184
2892,30,12,28,118,168
2893,30,11,27,126,208
2894,32,9,23,76,130
2895,30,12,28,110,150
2896,28,13,31,138,226
2897,26,13,33,165,342
2898,29,14,31,147,244
2899,32,11,25,107,146
2900,27,13,32,156,270
2901,26,14,34,146,218
2902,28,13,31,127,220
2903,33,11,24,115,154
2904,26,14,34,149,210
2905,27,11,30,96,206
2906,33,10,23,107,140
2907,31,11,26,82,124
2908,27,13,32,156,246
2909,29,15,32,134,158
2910,30,14,30,140,182
2911,31,12,27,135,184
2912,31,11,26,110,182
2913,30,10,26,112,190
2914,32,13,27,100,112
2915,31,12,27,125,180
2916,28,15,33,153,222
2917,30,11,27,93,138
2918,28,12,30,129,246
2919,27,12,31,99,158
2920,26,12,32,133,260
2921,29,11,28,87,156
2922,27,15,34,111,162
2923,27,13,32,149,234
2924,29,12,29,148,232
2925,27,13,32,165,384
2926,26,10,30,145,358
2927,31,13,28,94,112
2928,28,14,32,128,188
2929,32,7,21,87,210
2930,31,11,26,113,158
2931,28,12,30,130,196
2932,34,9,21,72,94
2933,28,13,31,152,242
2934,32,13,27,119,128
2935,32,11,25,141,244
2936,29,12,29,125,204
2937,31,12,27,118,154
2938,26,13,33,185,386
2939,30,11,27,129,178
2940,30,12,28,96,132
2941,29,14,31,145,196
2942,31,11,26,132,210
2943,29,11,28,127,200
2944,33,12,25,104,116
2945,27,13,32,162,278
2946,29,13,30,112,154
2947,29,12,29,160,268
2948,26,13,33,121,198
2949,30,12,28,124,178
2950,26,14,34,128,180
2951,27,16,35,118,142
2952,30,9,25,117,246
2953,28,11,29,113,218
2954,28,14,32,116,164
2955,32,12,26,84,108
2956,29,12,29,161,230
2957,29,11,28,126,216
2958,30,12,28,96,146
2959,30,11,27,120,196
2960,30,13,29,129,156
2961,30,13,29,148,202
2962,29,14,31,174,228
2963,27,12,31,186,446
2964,27,12,31,114,186
2965,31,11,26,107,146
2966,30,14,30,140,170
2967,31,12,27,99,126
2968,29,14,31,147,242
2969,29,14,31,124,166
2970,28,12,30,94,176
2971,24,14,36,185,364
2972,29,14,31,145,178
2973,30,15,31,123,138
2974,29,13,30,118,160
2975,29,14,31,111,144
2976,30,13,29,107,158
2977,26,15,35,159,260
2978,28,14,32,131,192
2979,29,13,30,111,150
2980,32,10,24,82,108
2981,29,12,29,118,172
2982,31,12,27,117,156
2983,29,13,30,112,170
2984,33,8,21,74,140
2985,31,11,26,114,162
2986,32,10,24,99,166
2987,28,13,31,149,230
2988,30,12,28,125,182
2989,30,12,28,111,150
2990,28,13,31,123,202
2991,31,11,26,136,190
2992,28,12,30,123,174
2993,33,12,25,106,130
2994,29,14,31,88,112
2995,27,13,32,112,190
2996,29,12,29,119,212
2997,31,11,26,128,220
2998,29,13,30,107,146
2999,29,11,28,156,302
3000,28,14,32,117,156
3001,32,11,25,99,138
3002,30,12,28,117,162
3003,30,14,30,149,170
3004,28,13,31,117,186
3005,30,12,28,125,192
3006,30,11,27,111,162
3007,31,12,27,128,170
3008,28,14,32,108,150
3009,30,11,27,125,192
3010,31,9,24,95,164
3011,31,9,24,57,104
3012,31,13,28,127,154
3013,30,13,29,108,136
3014,27,12,31,120,198
3015,29,12,29,100,154
3016,26,10,30,132,326
3017,29,12,29,107,168
3018,26,15,35,170,242
3019,30,10,26,121,246
3020,32,13,27,126,132
3021,32,8,22,128,228
3022,29,13,30,154,236
3023,31,11,26,101,158
3024,26,13,33,153,254
3025,28,11,29,112,174
3026,31,11,26,113,158
3027,29,14,31,135,186
3028,28,13,31,136,218
3029,28,10,28,103,220
3030,29,11,28,111,192
3031,30,9,25,96,186
3032,27,13,32,126,188
3033,31,12,27,91,146
3034,31,9,24,103,202
3035,30,12,28,123,182
3036,30,14,30,151,178
3037,31,11,26,104,140
3038,31,12,27,113,160
3039,30,14,30,142,160
3040,29,12,29,109,184
3041,26,14,34,161,242
3042,32,11,25,113,152
3043,27,13,32,120,228
3044,27,15,34,139,184
3045,29,12,29,122,188
3046,27,14,33,151,232
3047,29,14,31,140,176
3048,28,14,32,123,174
3049,28,16,34,133,160
3050,31,9,24,71,128
3051,31,10,25,143,212
3052,27,14,33,155,238
3053,33,11,24,77,92
3054,35,10,21,73,82
3055,31,9,24,105,208
3056,27,17,36,150,174
3057,28,13,31,133,204
3058,31,10,25,155,276
3059,30,12,28,114,154
3060,30,13,29,108,154
3061,28,13,31,118,174
3062,24,15,37,143,236
3063,28,9,27,111,274
3064,33,9,22,69,106
3065,28,13,31,103,130
3066,30,12,28,163,250
3067,33,10,23,84,154
3068,26,16,36,170,236
3069,28,12,30,146,230
3070,31,13,28,95,110
3071,26,12,32,148,286
3072,29,12,29,104,164
3073,33,10,23,77,92
3074,31,12,27,156,248
3075,28,13,31,102,180
3076,29,14,31,112,148
3077,29,13,30,98,152
3078,28,13,31,147,222
3079,35,9,20,94,118
3080,28,13,31,131,190
3081,29,12,29,135,234
3082,25,12,33,166,352
3083,28,15,33,131,152
3084,32,11,25,116,208
3085,34,11,23,107,122
3086,28,13,31,159,284
3087,28,12,30,130,208
3088,29,12,29,112,160
3089,32,10,24,103,148
3090,28,15,33,133,160
3091,31,12,27,110,140
3092,30,10,26,80,152
3093,31,13,28,73,88
3094,32,9,23,102,168
3095,27,13,32,157,220
3096,32,10,24,93,132
3097,30,13,29,107,146
3098,29,11,28,133,230
3099,27,14,33,107,158
3100,27,14,33,147,216
3101,32,12,26,111,126
3102,31,13,28,140,156
3103,28,11,29,103,198
3104,29,11,28,148,342
3105,32,10,24,102,144
3106,33,12,25,104,110
3107,30,13,29,138,180
3108,29,13,30,117,170
3109,27,15,34,153,192
3110,27,13,32,110,188
3111,27,13,32,162,264
3112,27,13,32,119,168
3113,28,12,30,101,168
3114,31,13,28,155,194
3115,31,12,27,102,126
3116,30,14,30,110,128
3117,29,14,31,114,152
3118,28,13,31,141,264
3119,28,10,28,148,290
3120,32,12,26,123,138
3121,31,11,26,110,164
3122,31,12,27,108,168
3123,30,11,27,150,286
3124,30,12,28,139,216
3125,28,11,29,125,230
3126,32,9,23,65,104
3127,31,12,27,109,158
3128,29,11,28,121,226
3129,27,12,31,164,270
3130,25,15,36,189,396
3131,29,13,30,168,258
3132,28,13,31,112,164
3133,29,11,28,111,176
3134,30,12,28,141,228
3135,28,14,32,111,156
3136,31,11,26,119,204
3137,28,14,32,122,176
3138,27,13,32,121,238
3139,31,11,26,100,144
3140,29,12,29,146,230
3141,28,15,33,149,246
3142,31,12,27,112,140
3143,31,11,26,103,136
3144,27,10,29,159,350
3145,29,15,32,135,156
3146,26,13,33,127,214
3147,31,12,27,104,146
3148,28,15,33,106,136
3149,29,11,28,126,270
3150,30,15,31,130,142
3151,30,12,28,121,176
3152,29,14,31,141,192
3153,31,11,26,100,142
3154,27,13,32,128,228
3155,24,16,38,162,234
3156,26,13,33,127,204
3157,32,14,28,112,112
3158,29,11,28,113,200
3159,30,11,27,103,140
3160,29,11,28,122,234
3161,32,9,23,67,118
3162,30,13,29,152,176
3163,31,11,26,100,136
3164,26,16,36,165,280
3165,28,15,33,183,296
3166,29,12,29,136,214
3167,29,14,31,149,198
3168,29,14,31,142,196
3169,30,11,27,137,224
3170,29,13,30,130,172
3171,28,13,31,150,252
3172,31,9,24,106,358
3173,30,13,29,110,156
3174,31,13,28,102,120
3175,30,14,30,145,178
3176,30,11,27,104,170
3177,30,13,29,74,92
3178,26,16,36,164,240
3179,32,10,24,92,128
3180,30,12,28,109,170
3181,29,13,30,91,140
3182,30,10,26,105,192
3183,30,14,30,164,252
3184,30,11,27,91,154
3185,31,10,25,83,118
3186,30,10,26,103,180
3187,28,7,25,121,322
3188,34,11,23,87,90
3189,31,11,26,105,156
3190,27,13,32,139,202
3191,32,11,25,96,124
3192,30,13,29,136,174
3193,29,12,29,127,186
3194,32,9,23,74,120
3195,30,13,29,132,186
3196,30,12,28,130,202
3197,29,13,30,143,182
3198,31,10,25,94,154
3199,29,13,30,147,222
3200,29,10,27,95,174
3201,28,11,29,109,200
3202,30,13,29,119,140
3203,29,13,30,107,152
3204,32,11,25,124,172
3205,27,13,32,127,190
3206,33,12,25,93,108
3207,33,10,23,154,248
3208,30,14,30,110,134
3209,30,13,29,69,90
3210,29,11,28,135,234
3211,33,12,25,112,124
3212,27,16,35,165,222
3213,30,12,28,86,122
3214,28,11,29,155,316
3215,28,14,32,128,170
3216,30,13,29,130,178
3217,25,11,32,132,296
3218,30,11,27,87,162
3219,26,12,32,109,244
3220,29,9,26,119,258
3221,35,10,21,88,100
3222,31,11,26,129,210
3223,30,11,27,80,120
3224,29,13,30,157,236
3225,29,14,31,116,140
3226,28,13,31,87,146
3227,29,14,31,100,120
3228,26,17,37,186,240
3229,27,13,32,124,180
3230,30,10,26,104,152
3231,30,11,27,104,182
3232,34,9,21,97,160
3233,32,10,24,98,140
3234,31,14,29,121,124
3235,30,13,29,130,172
3236,28,15,33,129,154
3237,26,13,33,122,236
3238,30,12,28,113,158
3239,32,12,26,125,140
3240,29,14,31,163,204
3241,31,13,28,98,130
3242,29,11,28,136,238
3243,28,10,28,97,248
3244,27,13,32,127,222
3245,30,11,27,150,222
3246,27,12,31,117,204
3247,27,14,33,127,178
3248,30,12,28,117,162
3249,31,11,26,87,124
3250,31,11,26,120,170
3251,32,11,25,139,202
3252,32,10,24,89,128
3253,30,13,29,102,148
3254,26,11,31,120,308
3255,30,11,27,85,142
3256,33,9,22,110,178
3257,27,13,32,137,230
3258,30,9,25,107,218
3259,29,11,28,112,180
3260,27,14,33,165,240
3261,29,13,30,115,166
3262,27,12,31,164,294
3263,28,10,28,111,214
3264,30,11,27,74,136
3265,28,13,31,153,230
3266,29,13,30,100,162
3267,28,11,29,116,212
3268,29,11,28,101,170
3269,26,11,31,132,268
3270,29,12,29,147,228
3271,30,9,25,95,200
3272,29,13,30,112,154
3273,33,13,26,110,110
3274,28,14,32,187,326
3275,35,9,20,92,110
3276,28,12,30,142,214
3277,29,12,29,93,138
3278,26,17,37,191,224
3279,30,12,28,119,164
3280,28,14,32,143,216
3281,27,14,33,147,248
3282,30,11,27,97,170
3283,31,12,27,75,102
3284,27,13,32,108,158
